d535a853d05a4b20cfc317614447ecaced86b3c4	2026-08-03T00:06:13+03:00	N	KonkovDV	feat(wp-06,wp-07,wp-08): open corpora profiles, quality protocol, baseline sync.
1d9f57885df8409fb763ebc59d7ff73b4b3b7d05	2026-08-03T00:06:19+03:00	N	KonkovDV	docs: Red Team WP-06..08 and P0 rollup under docs/quality.
b08b43d1ac275a06c7386afcf48124bc9561ceb6	2026-08-03T00:17:05+03:00	N	KonkovDV	docs: sync README and jury surfaces with P0 WP-01..08.
e96866d2e26c78d9c1f5d001c36b9c53b5fd0cd6	2026-08-03T01:46:01+03:00	N	KonkovDV	feat(residuals): close eng residuals wave under Claims Lock
c52023cf70df6780398390632e68fb2a01a5bc65	2026-08-03T12:20:37+03:00	N	KonkovDV	feat(qwen-local): KT#2 W1 local advisory remark compose
fafead44d0924d6a637a328a88a08c52bb7b0b2f	2026-08-03T12:38:32+03:00	N	KonkovDV	feat(grant): Yandex AI Studio budget caps and repro probe for KT#2
5f0474f513657ece1a393aa1a4da392bd7c84f63	2026-08-03T12:56:22+03:00	N	KonkovDV	fix(grant-checklist): pin model_revision, SSRF seam, docs sync for KT#2 review
53f1dc9295707b4c2e21a480c6a122d74d9f83d4	2026-08-03T12:56:49+03:00	N	KonkovDV	docs(review): add downloadable KT#2 text-only patch for offline review
15f4d1bd343697b3e78db74edde5e0620ae68a24	2026-08-03T13:03:16+03:00	N	KonkovDV	fix(grant-rt): enforce LLM host allowlist and local private default
15af7e9bdc10ab276129c86c9d4d925414c6c720	2026-08-03T13:09:58+03:00	N	KonkovDV	fix(grant-rt): re-check LLM host allowlist inside OpenAI-compat adapter
f825a06b2fc00c9498df254e8cab1af90cafe0e8	2026-08-03T13:20:18+03:00	N	KonkovDV	feat(grant): align OpenAI-compat adapter with Yandex Completions API
6c9e6df60478b77a158a003889f095065d9e7338	2026-08-03T13:40:29+03:00	N	KonkovDV	feat(grant): close Studio deep-analysis defects D-1..D-6 and land ┬з8 docs
ab7f3fb8a4149b5fe172f21bf99378d5a92b4ec9	2026-08-03T13:49:04+03:00	N	KonkovDV	fix(grant-rt): dual-gate stamp/PII exclude before cloud VLM
1b433adb23984d7ffb513197c9ae601b886082d0	2026-08-03T13:57:11+03:00	N	KonkovDV	fix(grant-rt): allowlist+clip PII gate (RT-STAMP-07/08)
135ee30bf2883240ca41389d203b4ef33fe8a0f7	2026-08-03T13:57:25+03:00	N	KonkovDV	docs(grant): align stamp/PII wording with allowlist+clip gate
5970b176c19e3eca1b64f995ac1946029238eef4	2026-08-03T14:36:48+03:00	N	KonkovDV	fix(grant-rt): CRS fail-closed and full bottom PII band (RT-STAMP-09..11)
2832ff5c705cb33466726909cd2bf0beede68d88	2026-08-03T16:48:09+03:00	N	KonkovDV	fix(grant-rt): left-title prior and absolute-CRS fail-closed (RT-STAMP-06/12/13)
a4b3a476c58ef5678522b69de22504b6e034a91a	2026-08-03T17:37:56+03:00	N	KonkovDV	fix(grant-rt): page /Rotate priors, overflow reject, split exclude counters
9ac2cac0e39597f1fd508c595de142f997cfdc67	2026-08-03T18:27:48+03:00	N	KonkovDV	fix(rt): close budget, injection, stamp, and meta red-team findings
b46a35f346f533417bb488e935e7bd73c712f510	2026-08-03T18:27:48+03:00	N	KonkovDV	docs(rt): pin runtime baseline SHA after red-team wave
d8528922d9037fbaae51a963df6e9000806ffb65	2026-08-03T19:03:05+03:00	N	KonkovDV	fix(rt-ledger): surface lock degradation and document TOCTOU bound
09fdb47255c533b9786f58d75952b36edc9c1097	2026-08-03T20:57:19+03:00	N	KonkovDV	feat(studio): wire advisory remarks into analyze and harden Yandex contour
975e92518ba7dd3e0c311d855d1f12fcf5ce0f30	2026-08-03T22:29:15+03:00	N	KonkovDV	feat(kt2): close RT eng wave тАФ EI digit collision, overlay gate, offline SBOM, AC1
119171f27391e73492794a8cb584dfba8aa267ee	2026-08-03T22:31:38+03:00	N	KonkovDV	feat(kt2): wire source hash-chain into evidence bundle and document IDS baselines
900e69b04d846b0c3fda996405c61a1f73a4e794	2026-08-04T00:51:46+03:00	N	KonkovDV	feat(open-bench): land L1 AECV/IFC evidence and Red Team claim hygiene
619555736e41bcb9035807bc9152242f3690fef1	2026-08-04T00:58:29+03:00	N	KonkovDV	feat(aecv): enrich live evidence with MAPE, bias, and published baselines
29d66b84ca2b3ba3b084b4229d0cb3d858fded0a	2026-08-04T01:02:40+03:00	N	KonkovDV	docs(grant): pin measured vision token economics and fix WEBP MIME sniff
cac5eb5654fe454a7a58205055ee5472b5c2dbaa	2026-08-04T01:07:40+03:00	N	KonkovDV	docs(research): verify sources first тАФ DOI twin, AECV baselines, 243-FZ
733a44591ca69cbedc9d6441c4d83480708225e7	2026-08-04T01:10:00+03:00	N	KonkovDV	docs(aecv): publish macro_bench_protocol 0.51 and land 2.1 compare report
f1319749b7d3f012d5a4397530b4b0b29e400db6	2026-08-04T01:38:24+03:00	N	KonkovDV	feat(kt2): close TZ Block I gaps and RT-W high findings
e1527b2ff060a99f29a969ba6660e34862115d30	2026-08-04T12:40:15+03:00	N	KonkovDV	feat(aecv): publish scorer validation and dual-macro live summary
69b527f31f0dfe815da85a46edbb84cb4e730a44	2026-08-04T12:46:15+03:00	N	KonkovDV	fix(aecv): Table 1 compare uses five-field macro_extended
77a59d78217a8602503c47a8e0652b62990c8e1d	2026-08-04T12:47:11+03:00	N	KonkovDV	docs(aecv): align mirrors to five-field Table 1 headline
d0c7ab4577650fcceae8bce82402c761f788d883	2026-08-04T13:25:44+03:00	N	KonkovDV	feat(sprint2): synthetic baseline, corpus inventory, tracker deliverables
1436a4feef3f18b9047fa853628b0862ab22a487	2026-08-04T13:28:14+03:00	N	KonkovDV	docs(dataset): land open-source search тАФ IFC-Bench v2 pins, BatchPlan path, ifcdiff note
f3a8c3e712f3b882c0ab375cb1571865ba74f27a	2026-08-04T13:43:28+03:00	N	KonkovDV	chore(evidence): refresh runtime baseline LOC/test counts (WP-08)
385c4b9093c2f895358442086d0fe967a22f792c	2026-08-04T14:03:00+03:00	N	KonkovDV	feat(jury): Novator pack, IFC-Bench v2 smoke, model-diff; Red Team audit
774c18bea2753f29bd80b367dc401ceb9c571953	2026-08-04T15:59:12+03:00	N	KonkovDV	feat(k0): tracker pack, coverage honesty UI, commercial quarantine; Red Team wave-2
5b7c1df42726fb9c0bf0b9f9428bf33aaf1ff9fc	2026-08-04T22:32:44+03:00	N	KonkovDV	fix(docs): align RU LLM env names; record PII audit on deleted leads
